"MST.nummer";"Unikt.prøvesæt.nummer";"Noter.på.plastic.posen";"Konc.målt.på.Qubit._ng.uL";"Dato.for.ekstraktion";"Ekstraktionsnummer";"Noter2";"Elueringvolumen.AE.buffer.uL";"Sub_Nmb_for_extraction";"Dato_for_indsml";"X.Noter2";"U_Pr_Nr";"MSTno_di";"wdt"
"507";"MST2021-067";"17";"Fytoplankton, 02.09.2021, OMO444";"4.74";"2021-nov-24";"MST-SX21";NA;"400";"21_17";"2021-09-02";NA;"MST2021067";"MST2021067::2021-09-02";FALSE
"554";"MST2021-069";"9";"RIB1510007, 21-09-21, Fytoplankton";"6";"2022-jan-11";"MST-SX24";NA;"400";"24_09";"2021-09-20";NA;"MST2021069";"MST2021069::2021-09-20";FALSE
"561";"MST2021-070";"16";"Fytoplankton, 26.10.2021, 93610032- Dybet";"9.1";"2022-jan-11";"MST-SX24";NA;"400";"24_16";"2021-10-26";NA;"MST2021070";"MST2021070::2021-10-26";FALSE
"549";"MST2021-071";"4";"21-10";"6.5";"2022-jan-11";"MST-SX24";NA;"400";"24_04";"2021-10-13";NA;"MST2021071";"MST2021071::2021-10-13";FALSE
"508";"MST2021-072";"18";"Fytoplankton, 26.10.2021, 93610032- Dybet";"7";"2021-nov-24";"MST-SX21";NA;"400";"21_18";"2021-10-26";NA;"MST2021072";"MST2021072::2021-10-26";FALSE
"509";"MST2021-073";"19";"EDNA 22-10-21, Lillebælt Syd, Fyto, Sensommer, 22.10.2021";"2.18";"2021-nov-24";"MST-SX21";NA;"400";"21_19";"2021-10-22";NA;"MST2021073";"MST2021073::2021-10-22";FALSE
"650";"MST2021-074";"8";NA;"3.18";"2023-feb-10";"MST-SX28";NA;"400";"28_08";"#N/A-NA-#N/A";NA;"MST2021074";"MST2021074::#N/A-NA-#N/A";FALSE
"527";"MST2021-075";"13";"Jarob 19430001, 11-05-2021, 1.0 m, VEJ0006870, Fyto Forår";"4.86";"2021-dec-08";"MST-SX22";NA;"400";"22_13";"2021-05-11";NA;"MST2021075";"MST2021075::2021-05-11";FALSE
"573";"MST2021-076";"4";"Fytoplankton, 02.09.2021, OMO444";"7.4";"2022-feb-01";"MST-SX25";NA;"400";"25_04";"2021-09-02";NA;"MST2021076";"MST2021076::2021-09-02";FALSE
"510";"MST2021-077";"20";"21-10";"6.75";"2021-nov-24";"MST-SX21";NA;"400";"21_20";"2021-10-13";NA;"MST2021077";"MST2021077::2021-10-13";FALSE
"528";"MST2021-078";"14";"RABIL, 1.0 m, 4-juni-2021, 93730002";"9.55";"2021-dec-08";"MST-SX22";NA;"400";"22_14";"2021-06-04";NA;"MST2021078";"MST2021078::2021-06-04";FALSE
"511";"MST2021-079";"21";"Fytoplankton, 06.09.2021, 93740007";"7.6";"2021-nov-24";"MST-SX21";NA;"400";"21_21";"2021-09-06";NA;"MST2021079";"MST2021079::2021-09-06";FALSE
"512";"MST2021-081";"22";"RIB1510007, 21-09-21, Fytoplankton";"3.54";"2021-nov-24";"MST-SX21";NA;"400";"21_22";"2021-09-20";NA;"MST2021081";"MST2021081::2021-09-20";FALSE
"513";"MST2021-082";"23";"Fytoplankton, 07.09.2021, 93000005,";"4.09";"2021-nov-24";"MST-SX21";NA;"400";"21_23";"2021-09-07";NA;"MST2021082";"MST2021082::2021-09-07";FALSE
"548";"MST2021-083";"3";"Lillebælt Syd, Fyto, Sensommer, 22.10.2021";"7.8";"2022-jan-11";"MST-SX24";NA;"400";"24_03";"2021-10-22";NA;"MST2021083";"MST2021083::2021-10-22";FALSE
"514";"MST2021-085";"24";"Fytoplankton, 16.09.21, 93000001";"3.26";"2021-nov-24";"MST-SX21";NA;"400";"21_24";"2021-09-16";NA;"MST2021085";"MST2021085::2021-09-16";FALSE
"555";"MST2021-086";"10";"Fytoplankton, 16.09.21, 93000001";"10.7";"2022-jan-11";"MST-SX24";NA;"400";"24_10";"2021-09-16";NA;"MST2021086";"MST2021086::2021-09-16";FALSE
"529";"MST2021-087";"15";"FYN6300043 / 95600002, 21-05-2021, JAROB, 1 m";"3.04";"2021-dec-08";"MST-SX22";NA;"400";"22_15";"2021-05-21";NA;"MST2021087";"MST2021087::2021-05-21";FALSE
"572";"MST2021-088";"3";"BF Kerteminde bugt, 20/5-2021, Jarob";"16.5";"2022-feb-01";"MST-SX25";NA;"400";"25_03";"2021-05-20";NA;"MST2021088";"MST2021088::2021-05-20";FALSE
"535";"MST2021-089";"6";"Ebeltoft Vig-BF, JAROB, 17-05-21, Bundfauna, EB01";"5.7";"2022-jan-06";"MST-SX23";NA;"400";"23_06";"2021-05-17";NA;"MST2021089";"MST2021089::2021-05-17";FALSE
"606";"MST2021-090";"16";NA;"1.78";"'2023-jan24";"MST-SX26";NA;"400";"26_16";"2022-02-28";NA;"MST2021090";"MST2021090::2022-02-28";FALSE
"552";"MST2021-092";"7";"Fytoplankton, 02.09.2021, NJL";"7.25";"2022-jan-11";"MST-SX24";NA;"400";"24_07";"2021-09-02";NA;"MST2021092";"MST2021092::2021-09-02";FALSE
"544";"MST2021-094";"15";"BF Kerteminde bugt, 20/5-2021, Jarob";"3.32";"2022-jan-06";"MST-SX23";NA;"400";"23_15";"2021-05-20";NA;"MST2021094";"MST2021094::2021-05-20";FALSE
"567";"MST2021-095";"22";"Fytoplankton, 07.09.2021, 93000005,";"7.35";"2022-jan-11";"MST-SX24";NA;"400";"24_22";"2021-09-07";NA;"MST2021095";"MST2021095::2021-09-07";FALSE
"560";"MST2021-097";"15";"Fytoplankton, 30.08.2021, VEJ0006870";"5.95";"2022-jan-11";"MST-SX24";NA;"400";"24_15";"2021-08-30";NA;"MST2021097";"MST2021097::2021-08-30";FALSE
"607";"MST2021-098";"17";NA;"4.2";"'2023-jan24";"MST-SX26";NA;"400";"26_17";"2022-02-28";NA;"MST2021098";"MST2021098::2022-02-28";FALSE
"564";"MST2021-099";"19";NA;"5.4";"2022-jan-11";"MST-SX24";NA;"400";"24_19";"2021-08-24";NA;"MST2021099";"MST2021099::2021-08-24";FALSE
"532";"MST2021-100";"3";"Ebeltoft Vig-BF, JAROB, 17-05-21, Bundfauna, EB01";"3.33";"2022-jan-06";"MST-SX23";NA;"400";"23_03";"2021-05-17";NA;"MST2021100";"MST2021100::2021-05-17";FALSE
"515";"MST2021dec08_NEC";"1";"Negativ ekstraktionskontrol";"0";"2021-dec-08";"MST-SX22";NA;"400";"22_01";"#N/A-NA-#N/A";NA;"MST2021dec08_NEC";"MST2021dec08_NEC::#N/A-NA-#N/A";FALSE
"491";"MST2021nov24_NEC";"1";"Negativ ekstraktionskontrol";"0";"2021-nov-24";"MST-SX21";NA;"400";"21_01";"#N/A-NA-#N/A";NA;"MST2021nov24_NEC";"MST2021nov24_NEC::#N/A-NA-#N/A";FALSE
"665";"MST2022-031";"23";NA;"6.05";"2023-feb-10";"MST-SX28";NA;"400";"28_23";"2022-08-02";NA;"MST2022031";"MST2022031::2022-08-02";FALSE
"656";"MST2022-032";"14";NA;"9.95";"2023-feb-10";"MST-SX28";NA;"400";"28_14";"2022-08-18";NA;"MST2022032";"MST2022032::2022-08-18";FALSE
"655";"MST2022-033";"13";NA;"8.1";"2023-feb-10";"MST-SX28";NA;"400";"28_13";"2022-08-18";NA;"MST2022033";"MST2022033::2022-08-18";FALSE
"651";"MST2022-034";"9";NA;"6.85";"2023-feb-10";"MST-SX28";NA;"400";"28_09";"2022-06-29";NA;"MST2022034";"MST2022034::2022-06-29";FALSE
"670";"MST2022-035";"2";NA;"5.64";"2023-may-05";"MST-SX29";NA;"400";"29_02";"2022-09-27";NA;"MST2022035";"MST2022035::2022-09-27";FALSE
"677";"MST2022-037";"9";NA;"3.12";"2023-may-05";"MST-SX29";NA;"400";"29_09";"2022-09-27";NA;"MST2022037";"MST2022037::2022-09-27";FALSE
"658";"MST2022-038";"16";NA;"2.82";"2023-feb-10";"MST-SX28";NA;"400";"28_16";"2022-10-18";NA;"MST2022038";"MST2022038::2022-10-18";FALSE
"643";"MST2022-039";"1";NA;"2.66";"2023-feb-10";"MST-SX28";NA;"400";"28_01";"2022-10-18";NA;"MST2022039";"MST2022039::2022-10-18";FALSE
"663";"MST2022-040";"21";NA;"3.9";"2023-feb-10";"MST-SX28";NA;"400";"28_21";"NA-NA-NA";NA;"MST2022040";"MST2022040::NA-NA-NA";FALSE
"648";"MST2022-041";"6";NA;"4.3";"2023-feb-10";"MST-SX28";NA;"400";"28_06";"NA-NA-NA";NA;"MST2022041";"MST2022041::NA-NA-NA";FALSE
"619";"MST2022-042";"2";NA;"12.7";"'2023-jan31";"MST-SX27";NA;"400";"27_02";"2022-06-22";NA;"MST2022042";"MST2022042::2022-06-22";FALSE
"664";"MST2022-043";"22";NA;"2.09";"2023-feb-10";"MST-SX28";NA;"400";"28_22";"2022-06-10";NA;"MST2022043";"MST2022043::2022-06-10";FALSE
"666";"MST2022-044";"24";NA;"8.3";"2023-feb-10";"MST-SX28";NA;"400";"28_24";"NA-NA-NA";NA;"MST2022044";"MST2022044::NA-NA-NA";FALSE
"653";"MST2022-045";"11";NA;"2.12";"2023-feb-10";"MST-SX28";NA;"400";"28_11";"2022-06-10";NA;"MST2022045";"MST2022045::2022-06-10";FALSE
"621";"MST2022-047";"4";NA;"17.6";"'2023-jan31";"MST-SX27";NA;"400";"27_04";"2022-06-20";NA;"MST2022047";"MST2022047::2022-06-20";FALSE
"597";"MST2022-050";"7";NA;"13.7";"'2023-jan24";"MST-SX26";NA;"400";"26_07";"2022-05-10";NA;"MST2022050";"MST2022050::2022-05-10";FALSE
"602";"MST2022-051";"12";NA;"14.7";"'2023-jan24";"MST-SX26";NA;"400";"26_12";"2022-05-10";NA;"MST2022051";"MST2022051::2022-05-10";FALSE
"724";"MST2022-052";"4";"11.04.2023, BF: 95700008, Sønderbord bugt";"15.2";"2024-jan-11";"MST-SX32";NA;"400";"32_04";"2023-04-11";NA;"MST2022052";"MST2022052::2023-04-11";FALSE
"669";"MST2022-053";"1";"'NILTH, 08.08.2022, 93730002, MST2022-053";"5.8";"2023-may-05";"MST-SX29";NA;"400";"29_01";"2022-08-10";NA;"MST2022053";"MST2022053::2022-08-10";FALSE
"633";"MST2022-054";"16";NA;"16.4";"'2023-jan31";"MST-SX27";NA;"400";"27_16";"2022-05-11";NA;"MST2022054";"MST2022054::2022-05-11";FALSE
"629";"MST2022-055";"12";NA;"15.8";"'2023-jan31";"MST-SX27";NA;"400";"27_12";"2022-05-12";NA;"MST2022055";"MST2022055::2022-05-12";FALSE
"644";"MST2022-056";"2";NA;"3.48";"2023-feb-10";"MST-SX28";NA;"400";"28_02";"2022-08-01";NA;"MST2022056";"MST2022056::2022-08-01";FALSE
"668";"MST2022-057";"26";NA;"9.7";"2023-feb-10";"MST-SX28";NA;"400";"28_26";"2022-08-03";NA;"MST2022057";"MST2022057::2022-08-03";FALSE
"681";"MST2022-058";"13";"'NILTH, 08.08.2022, 93730002, MST2022-053";"11.6";"2023-may-05";"MST-SX29";NA;"400";"29_13";"2022-08-10";NA;"MST2022058";"MST2022058::2022-08-10";FALSE
"676";"MST2022-060";"8";NA;"16.6";"2023-may-05";"MST-SX29";NA;"400";"29_08";"2022-08-11";NA;"MST2022060";"MST2022060::2022-08-11";FALSE
"661";"MST2022-061";"19";NA;"2";"2023-feb-10";"MST-SX28";NA;"400";"28_19";"2022-08-11";"Der er to MST prøver med identiske prøvernummer";"MST2022061";"MST2022061::2022-08-11";FALSE
"691";"MST2022-061";"23";"'99000049, 11/8-22";"16.1";"2023-may-05";"MST-SX29";NA;"400";"29_23";"2022-08-11";"Der er to MST prøver med identiske prøvernummer. Men der var kun en enkelt med nummer 2022-061  listet i prøvetagningsskemaet.";"MST2022061";"MST2022061::2022-08-11";FALSE
"687";"MST2022-062";"19";"Fyto eDNA, Ukendt oprindelse, filter nr MST2022-081, MST2022-062";"7.28";"2023-may-05";"MST-SX29";NA;"400";"29_19";"2022-08-08";NA;"MST2022062";"MST2022062::2022-08-08";FALSE
"756";"MST2022-063";"11";NA;"8.5";"2024-feb-05";"MST-SX33";NA;"400";"33_11";"2023-01-26";NA;"MST2022063";"MST2022063::2023-01-26";FALSE
"630";"MST2022-064";"13";NA;"18";"'2023-jan31";"MST-SX27";NA;"400";"27_13";"#N/A-NA-#N/A";"Er ikke listet I prøvetagningsskemaet for 2022, men var I posen med filterprøver så jeg har kunne trække eDNA ud";"MST2022064";"MST2022064::#N/A-NA-#N/A";FALSE
"640";"MST2022-065";"23";NA;"18";"'2023-jan31";"MST-SX27";NA;"400";"27_23";"#N/A-NA-#N/A";"Er ikke listet I prøvetagningsskemaet for 2022, men var I posen med filterprøver så jeg har kunne trække eDNA ud";"MST2022065";"MST2022065::#N/A-NA-#N/A";FALSE
"660";"MST2022-066";"18";NA;"8.15";"2023-feb-10";"MST-SX28";NA;"400";"28_18";"2022-08-03";NA;"MST2022066";"MST2022066::2022-08-03";FALSE
"647";"MST2022-067";"5";NA;"3.42";"2023-feb-10";"MST-SX28";NA;"400";"28_05";"2022-08-01";NA;"MST2022067";"MST2022067::2022-08-01";FALSE
"679";"MST2022-069";"11";"'NILTH, 11.08.2022, MST2022-069";"4.56";"2023-may-05";"MST-SX29";NA;"400";"29_11";"2022-08-11";NA;"MST2022069";"MST2022069::2022-08-11";FALSE
"635";"MST2022-070";"18";NA;"16.7";"'2023-jan31";"MST-SX27";NA;"400";"27_18";"2022-05-11";NA;"MST2022070";"MST2022070::2022-05-11";FALSE
"723";"MST2022-072";"3";"11.04.2023, BF: 95700008, Sønderbord bugt";"14.2";"2024-jan-11";"MST-SX32";NA;"400";"32_03";"2023-04-11";NA;"MST2022072";"MST2022072::2023-04-11";FALSE
"654";"MST2022-073";"12";NA;"9.7";"2023-feb-10";"MST-SX28";NA;"400";"28_12";"2022-08-09";NA;"MST2022073";"MST2022073::2022-08-09";FALSE
"671";"MST2022-074";"3";"'93220011, MST2022-074, MST2022-085, Fyto";"11.2";"2023-may-05";"MST-SX29";NA;"400";"29_03";"#N/A-NA-#N/A";"Er ikke listet I prøvetagningsskemaet for 2022, men var I posen med filterprøver så jeg har kunne trække eDNA ud";"MST2022074";"MST2022074::#N/A-NA-#N/A";FALSE
"605";"MST2022-076";"15";NA;"3.96";"'2023-jan24";"MST-SX26";NA;"400";"26_15";"2022-05-11";NA;"MST2022076";"MST2022076::2022-05-11";FALSE
"718";"MST2022-077";"22";NA;"19.1";"2024-jan-04";"MST-SX31";NA;"400";"31_22";"2023-06-12";NA;"MST2022077";"MST2022077::2023-06-12";FALSE
"639";"MST2022-078";"22";NA;"17.7";"'2023-jan31";"MST-SX27";NA;"400";"27_22";"2022-07-11";NA;"MST2022078";"MST2022078::2022-07-11";FALSE
"682";"MST2022-079";"14";"'NILTH, 23.08.2022, 93610032, MST2022-079";"15.5";"2023-may-05";"MST-SX29";NA;"400";"29_14";"2022-08-23";NA;"MST2022079";"MST2022079::2022-08-23";FALSE
"685";"MST2022-080";"17";"Navn_inds REPLA; Skib SIF; Inst MSTFyn; Dato_Inds 05-08-2022; Lok_omr 93000001; lokpos 56D07'896N;011D09'457E; max_Dyb 48; Dyb_Str 1m; Vwf 1500mL; vands_lgdelt ja; Dyb_lagd 39m; tdspkt_inds 0758; tdspkt_filt 0830; tdspkt_indfr 0841; Temp_inds 18.96; vandh_skl ja; pose_udsk ja; inds_smt fytoplankton; restv_pr ja; pos_nr ja;";"8.76";"2023-may-05";"MST-SX29";NA;"400";"29_17";"2022-08-05";NA;"MST2022080";"MST2022080::2022-08-05";FALSE
"690";"MST2022-081";"22";"Fyto eDNA, Ukendt oprindelse, filter nr MST2022-081, MST2022-062";"6.2";"2023-may-05";"MST-SX29";NA;"400";"29_22";"2022-08-08";NA;"MST2022081";"MST2022081::2022-08-08";FALSE
"637";"MST2022-082";"20";NA;"15.1";"'2023-jan31";"MST-SX27";NA;"400";"27_20";"2022-05-12";NA;"MST2022082";"MST2022082::2022-05-12";FALSE
"613";"MST2022-084";"23";NA;"12.4";"'2023-jan24";"MST-SX26";NA;"400";"26_23";"2022-05-11";NA;"MST2022084";"MST2022084::2022-05-11";FALSE
"692";"MST2022-085";"24";"'93220011, MST2022-074, MST2022-085, Fyto";"7.6";"2023-may-05";"MST-SX29";NA;"400";"29_24";"#N/A-NA-#N/A";"Er ikke listet I prøvetagningsskemaet for 2022, men var I posen med filterprøver så jeg har kunne trække eDNA ud";"MST2022085";"MST2022085::#N/A-NA-#N/A";FALSE
"693";"MST2022-086";"25";NA;"7.8";"2023-may-05";"MST-SX29";NA;"400";"29_25";"2022-09-21";NA;"MST2022086";"MST2022086::2022-09-21";FALSE
"646";"MST2022-087";"4";NA;"5.6";"2023-feb-10";"MST-SX28";NA;"400";"28_04";"2022-05-17";NA;"MST2022087";"MST2022087::2022-05-17";FALSE
"688";"MST2022-088";"20";"'NILTH, 23.08.2022, 93610032, MST2022-088";"12.9";"2023-may-05";"MST-SX29";NA;"400";"29_20";"2022-08-23";NA;"MST2022088";"MST2022088::2022-08-23";FALSE
"713";"MST2022-089";"17";NA;"17.4";"2024-jan-04";"MST-SX31";NA;"400";"31_17";"2023-05-01";NA;"MST2022089";"MST2022089::2023-05-01";FALSE
"712";"MST2022-090";"16";NA;"16.8";"2024-jan-04";"MST-SX31";NA;"400";"31_16";"2023-05-01";NA;"MST2022090";"MST2022090::2023-05-01";FALSE
"657";"MST2022-091";"15";NA;"10.7";"2023-feb-10";"MST-SX28";NA;"400";"28_15";"2022-08-09";NA;"MST2022091";"MST2022091::2022-08-09";FALSE
"694";"MST2022-093";"26";"'NILTH, 10.08.2022, 93000005, MST2022-093";"6.72";"2023-may-05";"MST-SX29";NA;"400";"29_26";"2022-08-10";NA;"MST2022093";"MST2022093::2022-08-10";FALSE
"727";"MST2022-094";"7";"Station 93730002, Dato: 02.05.2023, Fytoplankton/Zooplankton";"23.9";"2024-jan-11";"MST-SX32";NA;"400";"32_07";"2023-05-02";NA;"MST2022094";"MST2022094::2023-05-02";FALSE
"728";"MST2022-095";"8";"Station 93730002, Dato: 02.05.2023, Fytoplankton/Zooplankton";"18.9";"2024-jan-11";"MST-SX32";NA;"400";"32_08";"2023-05-02";NA;"MST2022095";"MST2022095::2023-05-02";FALSE
"683";"MST2022-096";"15";"'NILTH, 11.08.2022, MST2022-096";"4.28";"2023-may-05";"MST-SX29";NA;"400";"29_15";"2022-08-11";NA;"MST2022096";"MST2022096::2022-08-11";FALSE
"734";"MST2022-097";"14";"95130028,28.04.2023, Bundfauna, Vejle Fjord";"10.8";"2024-jan-11";"MST-SX32";NA;"400";"32_14";"2023-04-28";NA;"MST2022097";"MST2022097::2023-04-28";FALSE
"659";"MST2022-098";"17";NA;"4.77";"2023-feb-10";"MST-SX28";NA;"400";"28_17";"2022-05-17";NA;"MST2022098";"MST2022098::2022-05-17";FALSE
"735";"MST2022-099";"15";"95130028,28.04.2023, Bundfauna, Vejle Fjord";"11.1";"2024-jan-11";"MST-SX32";NA;"400";"32_15";"2023-04-28";NA;"MST2022099";"MST2022099::2023-04-28";FALSE
"697";"MST2022-100";"1";"Fyto, 23052023,93000005, Nilth";"15";"2024-jan-04";"MST-SX31";NA;"400";"31_01";"2023-05-23";NA;"MST2022100";"MST2022100::2023-05-23";FALSE
"675";"MST2022-101";"7";NA;"7.12";"2023-may-05";"MST-SX29";NA;"400";"29_07";"2022-09-21";NA;"MST2022101";"MST2022101::2022-09-21";FALSE
"698";"MST2022-102";"2";"Fyto, 23052023,93000005, Nilth";"14.8";"2024-jan-04";"MST-SX31";NA;"400";"31_02";"2023-05-23";NA;"MST2022102";"MST2022102::2023-05-23";FALSE
"705";"MST2022-103";"9";NA;"17.6";"2024-jan-04";"MST-SX31";NA;"400";"31_09";"2023-05-03";NA;"MST2022103";"MST2022103::2023-05-03";FALSE
"673";"MST2022-104";"5";"'eDNA, Fyto sensommer, Fyn6900017(00f17), MST2022-104, MST2022-107";"10.1";"2023-may-05";"MST-SX29";NA;"400";"29_05";"2022-08-29";NA;"MST2022104";"MST2022104::2022-08-29";FALSE
"686";"MST2022-105";"18";"'NILTH, 10.08.2022, 93000005, MST2022-105";"5.44";"2023-may-05";"MST-SX29";NA;"400";"29_18";"2022-08-10";NA;"MST2022105";"MST2022105::2022-08-10";FALSE
"706";"MST2022-106";"10";NA;"15.3";"2024-jan-04";"MST-SX31";NA;"400";"31_10";"2023-05-03";NA;"MST2022106";"MST2022106::2023-05-03";FALSE
"684";"MST2022-107";"16";"'eDNA, Fyto sensommer, Fyn6900017(00f17), MST2022-104, MST2022-107";"9.36";"2023-may-05";"MST-SX29";NA;"400";"29_16";"2022-08-29";NA;"MST2022107";"MST2022107::2022-08-29";FALSE
"672";"MST2022-109";"4";"Navn_inds REPLA; Skib SIF; Inst MSTFyn; Dato_Inds 05-08-2022; Lok_omr 93000001; lokpos 56D07'896N;011D09'457E; max_Dyb 48; Dyb_Str 1m; Vwf 1400mL; vands_lgdelt ja; Dyb_lagd 39m; tdspkt_inds 0758; tdspkt_filt 0859; tdspkt_indfr 0901; Temp_inds 18.96; vandh_skl ja; pose_udsk ja; inds_smt fytoplankton; restv_pr ja; pos_nr ja;";"10.6";"2023-may-05";"MST-SX29";NA;"400";"29_04";"2022-08-05";NA;"MST2022109";"MST2022109::2022-08-05";FALSE
"755";"MST2022-110";"10";NA;"7.15";"2024-feb-05";"MST-SX33";NA;"400";"33_10";"2023-01-26";NA;"MST2022110";"MST2022110::2023-01-26";FALSE
"721";"MST2023-001";"1";"21.08.2023, 93740007, 1,0m, skive fjord, Jarob";"20.6";"2024-jan-11";"MST-SX32";NA;"400";"32_01";"2023-08-21";NA;"MST2023001";"MST2023001::2023-08-21";FALSE
"711";"MST2023-009";"15";NA;"23.1";"2024-jan-04";"MST-SX31";NA;"400";"31_15";"2023-05-10";NA;"MST2023009";"MST2023009::2023-05-10";FALSE
"748";"MST2023-010";"3";NA;"13.8";"2024-feb-05";"MST-SX33";NA;"400";"33_03";"2023-08-02";NA;"MST2023010";"MST2023010::2023-08-02";FALSE
"710";"MST2023-011";"14";NA;"19.1";"2024-jan-04";"MST-SX31";NA;"400";"31_14";NA;"Kan jeg have noteret forkert her I regnearket? Hedder denne prøve 2023-111?. Ja. Jeg har noteret forkert. Denne prøve er 2023-111, og ikke 2023-011, som jeg oprindligt havde indtaste";"MST2023011";"MST2023011::NA";FALSE
"733";"MST2023-012";"13";"08.05.23, 96220322, BF";"13";"2024-jan-11";"MST-SX32";NA;"400";"32_13";"2023-05-08";NA;"MST2023012";"MST2023012::2023-05-08";FALSE
"736";"MST2023-015";"16";"93000001, 4/8-23";"11";"2024-jan-11";"MST-SX32";NA;"400";"32_16";"2023-08-04";NA;"MST2023015";"MST2023015::2023-08-04";FALSE
"732";"MST2023-016";"12";"08.05.23, 96220322, BF";"18.4";"2024-jan-11";"MST-SX32";NA;"400";"32_12";"2023-05-08";NA;"MST2023016";"MST2023016::2023-05-08";FALSE
"709";"MST2023-017";"13";NA;"20.7";"2024-jan-04";"MST-SX31";NA;"400";"31_13";"2023-05-09";NA;"MST2023017";"MST2023017::2023-05-09";FALSE
"746";"MST2023-019";"1";NA;"13.6";"2024-feb-05";"MST-SX33";NA;"400";"33_01";"2023-08-25";NA;"MST2023019";"MST2023019::2023-08-25";FALSE
"768";"MST2023-020";"23";"ingen info på plastposen";"15.3";"2024-feb-05";"MST-SX33";NA;"400";"33_23";NA;NA;"MST2023020";"MST2023020::NA";FALSE
"737";"MST2023-022";"17";"93000001, 4/8-23";"3.42";"2024-jan-11";"MST-SX32";NA;"400";"32_17";"2023-08-04";NA;"MST2023022";"MST2023022::2023-08-04";FALSE
"722";"MST2023-023";"2";"21.08.2023, 93740007, 1,0m, skive fjord, Jarob";"22.1";"2024-jan-11";"MST-SX32";NA;"400";"32_02";"2023-08-21";NA;"MST2023023";"MST2023023::2023-08-21";FALSE
"704";"MST2023-024";"8";"03/08-23, 9700002";"20.7";"2024-jan-04";"MST-SX31";NA;"400";"31_08";"2023-08-03";NA;"MST2023024";"MST2023024::2023-08-03";FALSE
"759";"MST2023-026";"14";NA;"14.6";"2024-feb-05";"MST-SX33";NA;"400";"33_14";"2023-05-12";NA;"MST2023026";"MST2023026::2023-05-12";FALSE
"747";"MST2023-028";"2";NA;"16.2";"2024-feb-05";"MST-SX33";NA;"400";"33_02";"2023-08-25";NA;"MST2023028";"MST2023028::2023-08-25";FALSE
"714";"MST2023-030";"18";NA;"19.8";"2024-jan-04";"MST-SX31";NA;"400";"31_18";"2023-08-10";NA;"MST2023030";"MST2023030::2023-08-10";FALSE
"766";"MST2023-033";"21";"ingen info på plastposen";"13.6";"2024-feb-05";"MST-SX33";NA;"400";"33_21";"2023-08-11";NA;"MST2023033";"MST2023033::2023-08-11";FALSE
"701";"MST2023-034";"5";"Fytoplankton_zooplankton, 02.05.2023, 93740007, 1.0 m udtag, KRUSK";"22";"2024-jan-04";"MST-SX31";NA;"400";"31_05";"2023-05-02";NA;"MST2023034";"MST2023034::2023-05-02";FALSE
"729";"MST2023-039";"9";NA;"6.7";"2024-jan-11";"MST-SX32";NA;"400";"32_09";"2023-08-11";NA;"MST2023039";"MST2023039::2023-08-11";FALSE
"753";"MST2023-040";"8";NA;"19.6";"2024-feb-05";"MST-SX33";NA;"400";"33_08";"2023-08-01";NA;"MST2023040";"MST2023040::2023-08-01";FALSE
"760";"MST2023-041";"15";NA;"11.8";"2024-feb-05";"MST-SX33";NA;"400";"33_15";"2023-05-12";NA;"MST2023041";"MST2023041::2023-05-12";FALSE
"743";"MST2023-043";"23";"02/08-23, 99000052";"14.9";"2024-jan-11";"MST-SX32";NA;"400";"32_23";"2023-08-02";NA;"MST2023043";"MST2023043::2023-08-02";FALSE
"777";"MST2023-049";"8";"Hovedskov, prøve 2 af 2";"17.7";"2024-feb-13";"MST-SX34";NA;"400";"34_08";"2023-10-02";NA;"MST2023049";"MST2023049::2023-10-02";FALSE
"770";"MST2023-050";"1";"Vensholm; 0301002; N54D56.215;E11D01.973";"14.2";"2024-feb-13";"MST-SX34";NA;"400";"34_01";"2023-10-03";NA;"MST2023050";"MST2023050::2023-10-03";FALSE
"700";"MST2023-051";"4";"Fytoplankton, 12052023, 99000052, JAROB, 1.0 m";"20.1";"2024-jan-04";"MST-SX31";NA;"400";"31_04";"2023-05-15";NA;"MST2023051";"MST2023051::2023-05-15";FALSE
"720";"MST2023-053";"24";NA;"23.9";"2024-jan-04";"MST-SX31";NA;"400";"31_24";"2023-05-02";NA;"MST2023053";"MST2023053::2023-05-02";FALSE
"754";"MST2023-055";"9";NA;"14.2";"2024-feb-05";"MST-SX33";NA;"400";"33_09";"2023-08-01";NA;"MST2023055";"MST2023055::2023-08-01";FALSE
"742";"MST2023-058";"22";"03.08.2023, 93000005";"6.1";"2024-jan-11";"MST-SX32";NA;"400";"32_22";"2023-08-03";NA;"MST2023058";"MST2023058::2023-08-03";FALSE
"702";"MST2023-061";"6";NA;"17.4";"2024-jan-04";"MST-SX31";NA;"400";"31_06";"2023-08-11";NA;"MST2023061";"MST2023061::2023-08-11";FALSE
"762";"MST2023-062";"17";"ingen info på plastposen";"10";"2024-feb-05";"MST-SX33";NA;"400";"33_17";"2023-05-10";NA;"MST2023062";"MST2023062::2023-05-10";FALSE
"699";"MST2023-063";"3";"Fytoplankton, 12052023, 99000052, JAROB, 1.0 m";"21.2";"2024-jan-04";"MST-SX31";NA;"400";"31_03";"2023-05-15";NA;"MST2023063";"MST2023063::2023-05-15";FALSE
"708";"MST2023-064";"12";NA;"22.6";"2024-jan-04";"MST-SX31";NA;"400";"31_12";"2023-05-09";NA;"MST2023064";"MST2023064::2023-05-09";FALSE
