"","X","qpcrno","qpcr.rplno","lokalitet_vanda","volfilt_mL","declat","declon","plateno","Lat_Species","mnt","smpltp","smplNoSTEX","welltp","Genus","species","yea","ssn","MST.n_Dinds","aboveLOQ","NoCt","AbLOD_BeLOQ","belowLOD","freq_repl_eval","gen_specnm.qpcrno.pltn.MSTno.mnt","MSTD.LS.QN","NISfnd","orgF","yer","orgFnd","orgFnd2","ssnno","yer_ssn","yer_ssn2","lok_pos_lat","lok_pos_lon","MST.nummer","Dato_inds"
"4304","4304","qpcr0864","qpcr0864.20",92200001,"1600",57.6078333333333,9.90025555555555,"plt05","Carassius auratus","Sep","MST0504",NA,"Unknown","Carassius","auratus","2020","fall","MST0504_2020-09-29","0","3","0","0","'3/0/0/0'","Carassius auratus.qpcr0864..","MST0504_2020-09-29_Carassius auratus_qpcr0864","FALSE","FALSE",2020,FALSE,0,"2nd","2020, 2nd halvår","2020, jul - nov",57.6078333333333,9.90025555555555,"MST0504_2020-09-29","2020-09-29"
"4305","4305","qpcr0864","qpcr0864.21",93740007,"1050",56.62065,9.06807222222222,"plt05","Carassius auratus","May","MST0394",NA,"Unknown","Carassius","auratus","2020","spri","MST0394_2020-05-15","0","3","0","0","'3/0/0/0'","Carassius auratus.qpcr0864..","MST0394_2020-05-15_Carassius auratus_qpcr0864","FALSE","FALSE",2020,FALSE,0,"1st","2020, 1st halvår","2020, jan - jun",56.62065,9.06807222222222,"MST0394_2020-05-15","2020-05-15"
"4306","4306","qpcr0864","qpcr0864.22",92200001,"1500",57.6078333333333,9.90025555555555,"plt05","Carassius auratus","Sep","MST0413",NA,"Unknown","Carassius","auratus","2019","fall","MST0413_2019-09-24","0","3","0","0","'3/0/0/0'","Carassius auratus.qpcr0864..","MST0413_2019-09-24_Carassius auratus_qpcr0864","FALSE","FALSE",2019,FALSE,0,"2nd","2019, 2nd halvår","2019, jul - nov",57.6078333333333,9.90025555555555,"MST0413_2019-09-24","2019-09-24"
"4307","4307","qpcr0864","qpcr0864.23",92200001,"1400",57.6078333333333,9.90025555555555,"plt05","Carassius auratus","May","MST0455",NA,"Unknown","Carassius","auratus","2020","spri","MST0455_2020-05-15","0","3","0","0","'3/0/0/0'","Carassius auratus.qpcr0864..","MST0455_2020-05-15_Carassius auratus_qpcr0864","FALSE","FALSE",2020,FALSE,0,"1st","2020, 1st halvår","2020, jan - jun",57.6078333333333,9.90025555555555,"MST0455_2020-05-15","2020-05-15"
"4323","4323","qpcr0864","qpcr0864.9",94230001,"1400",55.4782166666667,10.5169111111111,"plt05","Carassius auratus","Aug","MST1023",NA,"Unknown","Carassius","auratus","2020","fall","MST1023_2020-08-31","0","3","0","0","'3/0/0/0'","Carassius auratus.qpcr0864..","MST1023_2020-08-31_Carassius auratus_qpcr0864","FALSE","FALSE",2020,FALSE,0,"2nd","2020, 2nd halvår","2020, jul - nov",55.4782166666667,10.5169111111111,"MST1023_2020-08-31","2020-08-31"
"4325","4325","qpcr0867","qpcr0867.10",93410113,"1600",56.1960916666667,10.7535388888889,"plt04","Karenia mikimotoi","Jun","MST0385",NA,"Unknown","Karenia","mikimotoi","2020","spri","MST0385_2020-06-10","0","3","0","0","'3/0/0/0'","Karenia mikimotoi.qpcr0867..","MST0385_2020-06-10_Karenia mikimotoi_qpcr0867","FALSE","FALSE",2020,FALSE,0,"1st","2020, 1st halvår","2020, jan - jun",56.1960916666667,10.7535388888889,"MST0385_2020-06-10","2020-06-10"
"4326","4326","qpcr0867","qpcr0867.11",97200002,"1500",55.9374666666667,12.5189833333333,"plt04","Karenia mikimotoi","Jun","MST0267",NA,"Unknown","Karenia","mikimotoi","2020","spri","MST0267_2020-06-16","0","3","0","0","'3/0/0/0'","Karenia mikimotoi.qpcr0867..","MST0267_2020-06-16_Karenia mikimotoi_qpcr0867","FALSE","FALSE",2020,FALSE,0,"1st","2020, 1st halvår","2020, jan - jun",55.9374666666667,12.5189833333333,"MST0267_2020-06-16","2020-06-16"
"4327","4327","qpcr0867","qpcr0867.12",91650035,"700",55.09355,8.56722777777778,"plt04","Karenia mikimotoi","Jun","MST0350",NA,"Unknown","Karenia","mikimotoi","2020","spri","MST0350_2020-06-17","0","3","0","0","'3/0/0/0'","Karenia mikimotoi.qpcr0867..","MST0350_2020-06-17_Karenia mikimotoi_qpcr0867","FALSE","FALSE",2020,FALSE,0,"1st","2020, 1st halvår","2020, jan - jun",55.09355,8.56722777777778,"MST0350_2020-06-17","2020-06-17"
"4328","4328","qpcr0867","qpcr0867.13",99000052,"900",55.0001666666667,13.3,"plt04","Karenia mikimotoi","Jun","MST0552",NA,"Unknown","Karenia","mikimotoi","2020","spri","MST0552_2020-06-25","0","3","0","0","'3/0/0/0'","Karenia mikimotoi.qpcr0867..","MST0552_2020-06-25_Karenia mikimotoi_qpcr0867","FALSE","FALSE",2020,FALSE,0,"1st","2020, 1st halvår","2020, jan - jun",55.0001666666667,13.3,"MST0552_2020-06-25","2020-06-25"
"4329","4329","qpcr0867","qpcr0867.14",99150002,"1601",55.0153333333333,14.9016361111111,"plt04","Karenia mikimotoi","Jul","MST0522",NA,"Unknown","Karenia","mikimotoi","2020","spri","MST0522_2020-07-28","0","3","0","0","'3/0/0/0'","Karenia mikimotoi.qpcr0867..","MST0522_2020-07-28_Karenia mikimotoi_qpcr0867","FALSE","FALSE",2020,FALSE,0,"1st","2020, 1st halvår","2020, jan - jun",55.0153333333333,14.9016361111111,"MST0522_2020-07-28","2020-07-28"
"4330","4330","qpcr0867","qpcr0867.15",96220363,"0",55.1615666666667,11.6515833333333,"plt04","Karenia mikimotoi","Aug","MST0435",NA,"Unknown","Karenia","mikimotoi","2020","fall","MST0435_2020-08-03","0","3","0","0","'3/0/0/0'","Karenia mikimotoi.qpcr0867..","MST0435_2020-08-03_Karenia mikimotoi_qpcr0867","FALSE","FALSE",2020,FALSE,0,"2nd","2020, 2nd halvår","2020, jul - nov",55.1615666666667,11.6515833333333,"MST0435_2020-08-03","2020-08-03"
"4331","4331","qpcr0867","qpcr0867.16",93000005,"1800",56.8568333333333,10.7847694444444,"plt04","Karenia mikimotoi","Aug","MST1005",NA,"Unknown","Karenia","mikimotoi","2020","fall","MST1005_2020-08-03","0","3","0","0","'3/0/0/0'","Karenia mikimotoi.qpcr0867..","MST1005_2020-08-03_Karenia mikimotoi_qpcr0867","FALSE","FALSE",2020,FALSE,0,"2nd","2020, 2nd halvår","2020, jul - nov",56.8568333333333,10.7847694444444,"MST1005_2020-08-03","2020-08-03"
"4332","4332","qpcr0867","qpcr0867.17",93610032,"1550",56.6627666666667,9.96781388888889,"plt04","Karenia mikimotoi","Aug","MST1010",NA,"Unknown","Karenia","mikimotoi","2020","fall","MST1010_2020-08-04","0","2","1","0","'2/0/1/0'","Karenia mikimotoi.qpcr0867..","MST1010_2020-08-04_Karenia mikimotoi_qpcr0867","TRUE","TRUE",2020,TRUE,1,"2nd","2020, 2nd halvår","2020, jul - nov",56.6627666666667,9.96781388888889,"MST1010_2020-08-04","2020-08-04"
"4333","4333","qpcr0867","qpcr0867.18",93730002,"1550",56.9573333333333,9.05207222222222,"plt04","Karenia mikimotoi","Aug","MST1013",NA,"Unknown","Karenia","mikimotoi","2020","fall","MST1013_2020-08-05","3","0","0","0","'0/0/0/3'","Karenia mikimotoi.qpcr0867..","MST1013_2020-08-05_Karenia mikimotoi_qpcr0867","TRUE","TRUE",2020,TRUE,1,"2nd","2020, 2nd halvår","2020, jul - nov",56.9573333333333,9.05207222222222,"MST1013_2020-08-05","2020-08-05"
"4334","4334","qpcr0867","qpcr0867.19",93740007,"1150",56.6207333333333,9.06791111111111,"plt04","Karenia mikimotoi","Aug","MST1002",NA,"Unknown","Karenia","mikimotoi","2020","fall","MST1002_2020-08-06","3","0","0","0","'0/0/0/3'","Karenia mikimotoi.qpcr0867..","MST1002_2020-08-06_Karenia mikimotoi_qpcr0867","TRUE","TRUE",2020,TRUE,1,"2nd","2020, 2nd halvår","2020, jul - nov",56.6207333333333,9.06791111111111,"MST1002_2020-08-06","2020-08-06"
"4336","4336","qpcr0867","qpcr0867.20",95600002,"1450",54.9979444444444,10.1516333333333,"plt04","Karenia mikimotoi","Aug","MST1051",NA,"Unknown","Karenia","mikimotoi","2020","fall","MST1051_2020-08-10","0","3","0","0","'3/0/0/0'","Karenia mikimotoi.qpcr0867..","MST1051_2020-08-10_Karenia mikimotoi_qpcr0867","FALSE","FALSE",2020,FALSE,0,"2nd","2020, 2nd halvår","2020, jul - nov",54.9979444444444,10.1516333333333,"MST1051_2020-08-10","2020-08-10"
"4337","4337","qpcr0867","qpcr0867.21",94300001,"1400",55.6749722222222,10.0834583333333,"plt04","Karenia mikimotoi","Aug","MST1049",NA,"Unknown","Karenia","mikimotoi","2020","fall","MST1049_2020-08-13","0","3","0","0","'3/0/0/0'","Karenia mikimotoi.qpcr0867..","MST1049_2020-08-13_Karenia mikimotoi_qpcr0867","FALSE","FALSE",2020,FALSE,0,"2nd","2020, 2nd halvår","2020, jul - nov",55.6749722222222,10.0834583333333,"MST1049_2020-08-13","2020-08-13"
"4338","4338","qpcr0867","qpcr0867.22",94400007,"1200",56.1551,10.31935,"plt04","Karenia mikimotoi","Aug","MST1016",NA,"Unknown","Karenia","mikimotoi","2020","fall","MST1016_2020-08-18","0","3","0","0","'3/0/0/0'","Karenia mikimotoi.qpcr0867..","MST1016_2020-08-18_Karenia mikimotoi_qpcr0867","FALSE","FALSE",2020,FALSE,0,"2nd","2020, 2nd halvår","2020, jul - nov",56.1551,10.31935,"MST1016_2020-08-18","2020-08-18"
"4339","4339","qpcr0867","qpcr0867.23",91500007,"1050",55.3376333333333,8.35006666666667,"plt04","Karenia mikimotoi","Aug","MST0356",NA,"Unknown","Karenia","mikimotoi","2020","fall","MST0356_2020-08-25","3","0","0","0","'0/0/0/3'","Karenia mikimotoi.qpcr0867..","MST0356_2020-08-25_Karenia mikimotoi_qpcr0867","TRUE","TRUE",2020,TRUE,1,"2nd","2020, 2nd halvår","2020, jul - nov",55.3376333333333,8.35006666666667,"MST0356_2020-08-25","2020-08-25"
"4340","4340","qpcr0867","qpcr0867.24",93420310,"950",56.4436166666667,10.9522722222222,"plt04","Karenia mikimotoi","Aug","MST1052",NA,"Unknown","Karenia","mikimotoi","2020","fall","MST1052_2020-08-26","0","0","2","1","'0/1/2/0'","Karenia mikimotoi.qpcr0867..","MST1052_2020-08-26_Karenia mikimotoi_qpcr0867","TRUE","TRUE",2020,TRUE,1,"2nd","2020, 2nd halvår","2020, jul - nov",56.4436166666667,10.9522722222222,"MST1052_2020-08-26","2020-08-26"
"4341","4341","qpcr0867","qpcr0867.25",97200002,"1650",55.862,12.75,"plt04","Karenia mikimotoi","Aug","MST0547",NA,"Unknown","Karenia","mikimotoi","2020","fall","MST0547_2020-08-31","0","0","3","0","'0/0/3/0'","Karenia mikimotoi.qpcr0867..","MST0547_2020-08-31_Karenia mikimotoi_qpcr0867","TRUE","TRUE",2020,TRUE,1,"2nd","2020, 2nd halvår","2020, jul - nov",55.862,12.75,"MST0547_2020-08-31","2020-08-31"
"4342","4342","qpcr0867","qpcr0867.26",94300001,"1550",56.1318333333333,11.1501472222222,"plt04","Karenia mikimotoi","Sep","MST0459",NA,"Unknown","Karenia","mikimotoi","2020","fall","MST0459_2020-09-01","0","2","1","0","'2/0/1/0'","Karenia mikimotoi.qpcr0867..","MST0459_2020-09-01_Karenia mikimotoi_qpcr0867","TRUE","TRUE",2020,TRUE,1,"2nd","2020, 2nd halvår","2020, jul - nov",56.1318333333333,11.1501472222222,"MST0459_2020-09-01","2020-09-01"
"4343","4343","qpcr0867","qpcr0867.27",99000052,"1550",55.0001666666667,13.3,"plt04","Karenia mikimotoi","Sep","MST0406",NA,"Unknown","Karenia","mikimotoi","2020","fall","MST0406_2020-09-03","0","3","0","0","'3/0/0/0'","Karenia mikimotoi.qpcr0867..","MST0406_2020-09-03_Karenia mikimotoi_qpcr0867","FALSE","FALSE",2020,FALSE,0,"2nd","2020, 2nd halvår","2020, jul - nov",55.0001666666667,13.3,"MST0406_2020-09-03","2020-09-03"
"4344","4344","qpcr0867","qpcr0867.28",99210007,"1500",54.7395166666667,12.0860916666667,"plt04","Karenia mikimotoi","Sep","MST0439",NA,"Unknown","Karenia","mikimotoi","2020","fall","MST0439_2020-09-15","0","3","0","0","'3/0/0/0'","Karenia mikimotoi.qpcr0867..","MST0439_2020-09-15_Karenia mikimotoi_qpcr0867","FALSE","FALSE",2020,FALSE,0,"2nd","2020, 2nd halvår","2020, jul - nov",54.7395166666667,12.0860916666667,"MST0439_2020-09-15","2020-09-15"
"4345","4345","qpcr0867","qpcr0867.29",91320001,"760",56.0778333333333,8.21679444444444,"plt04","Karenia mikimotoi","Sep","MST0364",NA,"Unknown","Karenia","mikimotoi","2020","fall","MST0364_2020-09-15","0","3","0","0","'3/0/0/0'","Karenia mikimotoi.qpcr0867..","MST0364_2020-09-15_Karenia mikimotoi_qpcr0867","FALSE","FALSE",2020,FALSE,0,"2nd","2020, 2nd halvår","2020, jul - nov",56.0778333333333,8.21679444444444,"MST0364_2020-09-15","2020-09-15"
"4347","4347","qpcr0867","qpcr0867.30",98210012,"1500",54.7350833333333,11.083625,"plt04","Karenia mikimotoi","Sep","MST1006",NA,"Unknown","Karenia","mikimotoi","2020","fall","MST1006_2020-09-23","0","3","0","0","'3/0/0/0'","Karenia mikimotoi.qpcr0867..","MST1006_2020-09-23_Karenia mikimotoi_qpcr0867","FALSE","FALSE",2020,FALSE,0,"2nd","2020, 2nd halvår","2020, jul - nov",54.7350833333333,11.083625,"MST1006_2020-09-23","2020-09-23"
"4348","4348","qpcr0867","qpcr0867.31",92200001,"1400",57.6078333333333,9.90025555555555,"plt04","Karenia mikimotoi","May","MST0156",NA,"Unknown","Karenia","mikimotoi","2020","spri","MST0156_2020-05-15","3","0","0","0","'0/0/0/3'","Karenia mikimotoi.qpcr0867..","MST0156_2020-05-15_Karenia mikimotoi_qpcr0867","TRUE","TRUE",2020,TRUE,1,"1st","2020, 1st halvår","2020, jan - jun",57.6078333333333,9.90025555555555,"MST0156_2020-05-15","2020-05-15"
"4349","4349","qpcr0867","qpcr0867.32",96510125,"1400",55.0294777777778,10.4241472222222,"plt04","Karenia mikimotoi","Mar","MST0535",NA,"Unknown","Karenia","mikimotoi","2020","spri","MST0535_2020-03-09","0","2","1","0","'2/0/1/0'","Karenia mikimotoi.qpcr0867..","MST0535_2020-03-09_Karenia mikimotoi_qpcr0867","TRUE","TRUE",2020,TRUE,1,"1st","2020, 1st halvår","2020, jan - jun",55.0294777777778,10.4241472222222,"MST0535_2020-03-09","2020-03-09"
"4355","4355","qpcr0867","qpcr0867.9",93920064,"1050",57.5407666666667,10.4687805555556,"plt04","Karenia mikimotoi","Jun","MST0510",NA,"Unknown","Karenia","mikimotoi","2020","spri","MST0510_2020-06-10","0","2","1","0","'2/0/1/0'","Karenia mikimotoi.qpcr0867..","MST0510_2020-06-10_Karenia mikimotoi_qpcr0867","TRUE","TRUE",2020,TRUE,1,"1st","2020, 1st halvår","2020, jan - jun",57.5407666666667,10.4687805555556,"MST0510_2020-06-10","2020-06-10"
"4357","4357","qpcr0868","qpcr0868.10",93100011,"1400",56.056,11.7835333333333,"plt05","Karenia mikimotoi","Apr","MST0082",NA,"Unknown","Karenia","mikimotoi","2019","spri","MST0082_2019-04-03","0","2","1","0","'2/0/1/0'","Karenia mikimotoi.qpcr0868..","MST0082_2019-04-03_Karenia mikimotoi_qpcr0868","TRUE","TRUE",2019,TRUE,1,"1st","2019, 1st halvår","2019, jan - jun",56.056,11.7835333333333,"MST0082_2019-04-03","2019-04-03"
"4358","4358","qpcr0868","qpcr0868.11",96120002,"1400",55.6616666666667,10.9839166666667,"plt05","Karenia mikimotoi","Apr","MST0252",NA,"Unknown","Karenia","mikimotoi","2019","spri","MST0252_2019-04-29","0","3","0","0","'3/0/0/0'","Karenia mikimotoi.qpcr0868..","MST0252_2019-04-29_Karenia mikimotoi_qpcr0868","FALSE","FALSE",2019,FALSE,0,"1st","2019, 1st halvår","2019, jan - jun",55.6616666666667,10.9839166666667,"MST0252_2019-04-29","2019-04-29"
"4359","4359","qpcr0868","qpcr0868.12",96100043,"1400",55.9,10.3852777777778,"plt05","Karenia mikimotoi","May","MST0203",NA,"Unknown","Karenia","mikimotoi","2019","spri","MST0203_2019-05-08","0","3","0","0","'3/0/0/0'","Karenia mikimotoi.qpcr0868..","MST0203_2019-05-08_Karenia mikimotoi_qpcr0868","FALSE","FALSE",2019,FALSE,0,"1st","2019, 1st halvår","2019, jan - jun",55.9,10.3852777777778,"MST0203_2019-05-08","2019-05-08"
"4360","4360","qpcr0868","qpcr0868.13",96220363,"1200",55.16155,11.6513194444444,"plt05","Karenia mikimotoi","Jun","MST0468",NA,"Unknown","Karenia","mikimotoi","2019","spri","MST0468_2019-06-27","0","3","0","0","'3/0/0/0'","Karenia mikimotoi.qpcr0868..","MST0468_2019-06-27_Karenia mikimotoi_qpcr0868","FALSE","FALSE",2019,FALSE,0,"1st","2019, 1st halvår","2019, jan - jun",55.16155,11.6513194444444,"MST0468_2019-06-27","2019-06-27"
"4361","4361","qpcr0868","qpcr0868.14",93420310,"1350",56.1768333333333,10.9524222222222,"plt05","Karenia mikimotoi","Jun","MST0371",NA,"Unknown","Karenia","mikimotoi","2019","spri","MST0371_2019-06-28","0","3","0","0","'3/0/0/0'","Karenia mikimotoi.qpcr0868..","MST0371_2019-06-28_Karenia mikimotoi_qpcr0868","FALSE","FALSE",2019,FALSE,0,"1st","2019, 1st halvår","2019, jan - jun",56.1768333333333,10.9524222222222,"MST0371_2019-06-28","2019-06-28"
"4362","4362","qpcr0868","qpcr0868.15",93920064,"1500",57.5407666666667,10.4687833333333,"plt05","Karenia mikimotoi","Jul","MST0277",NA,"Unknown","Karenia","mikimotoi","2019","spri","MST0277_2019-07-08","0","1","2","0","'1/0/2/0'","Karenia mikimotoi.qpcr0868..","MST0277_2019-07-08_Karenia mikimotoi_qpcr0868","TRUE","TRUE",2019,TRUE,1,"1st","2019, 1st halvår","2019, jan - jun",57.5407666666667,10.4687833333333,"MST0277_2019-07-08","2019-07-08"
"4364","4364","qpcr0868","qpcr0868.17",93220011,"1600",55.713,12.04,"plt05","Karenia mikimotoi","Aug","MST0147",NA,"Unknown","Karenia","mikimotoi","2020","fall","MST0147_2020-08-18","0","3","0","0","'3/0/0/0'","Karenia mikimotoi.qpcr0868..","MST0147_2020-08-18_Karenia mikimotoi_qpcr0868","FALSE","FALSE",2020,FALSE,0,"2nd","2020, 2nd halvår","2020, jul - nov",55.713,12.04,"MST0147_2020-08-18","2020-08-18"
"4365","4365","qpcr0868","qpcr0868.18",92200001,"1400",57.6078333333333,9.90025555555555,"plt05","Karenia mikimotoi","Sep","MST0452",NA,"Unknown","Karenia","mikimotoi","2020","fall","MST0452_2020-09-29","3","0","0","0","'0/0/0/3'","Karenia mikimotoi.qpcr0868..","MST0452_2020-09-29_Karenia mikimotoi_qpcr0868","TRUE","TRUE",2020,TRUE,1,"2nd","2020, 2nd halvår","2020, jul - nov",57.6078333333333,9.90025555555555,"MST0452_2020-09-29","2020-09-29"
"4366","4366","qpcr0868","qpcr0868.19",93000005,"1800",56.8568333333333,10.7847694444444,"plt05","Karenia mikimotoi","Aug","MST1003",NA,"Unknown","Karenia","mikimotoi","2020","fall","MST1003_2020-08-03","0","3","0","0","'3/0/0/0'","Karenia mikimotoi.qpcr0868..","MST1003_2020-08-03_Karenia mikimotoi_qpcr0868","FALSE","FALSE",2020,FALSE,0,"2nd","2020, 2nd halvår","2020, jul - nov",56.8568333333333,10.7847694444444,"MST1003_2020-08-03","2020-08-03"
"4368","4368","qpcr0868","qpcr0868.20",92200001,"1600",57.6078333333333,9.90025555555555,"plt05","Karenia mikimotoi","Sep","MST0504",NA,"Unknown","Karenia","mikimotoi","2020","fall","MST0504_2020-09-29","2","1","0","0","'1/0/0/2'","Karenia mikimotoi.qpcr0868..","MST0504_2020-09-29_Karenia mikimotoi_qpcr0868","TRUE","TRUE",2020,TRUE,1,"2nd","2020, 2nd halvår","2020, jul - nov",57.6078333333333,9.90025555555555,"MST0504_2020-09-29","2020-09-29"
"4369","4369","qpcr0868","qpcr0868.21",93740007,"1050",56.62065,9.06807222222222,"plt05","Karenia mikimotoi","May","MST0394",NA,"Unknown","Karenia","mikimotoi","2020","spri","MST0394_2020-05-15","3","0","0","0","'0/0/0/3'","Karenia mikimotoi.qpcr0868..","MST0394_2020-05-15_Karenia mikimotoi_qpcr0868","TRUE","TRUE",2020,TRUE,1,"1st","2020, 1st halvår","2020, jan - jun",56.62065,9.06807222222222,"MST0394_2020-05-15","2020-05-15"
"4370","4370","qpcr0868","qpcr0868.22",92200001,"1500",57.6078333333333,9.90025555555555,"plt05","Karenia mikimotoi","Sep","MST0413",NA,"Unknown","Karenia","mikimotoi","2019","fall","MST0413_2019-09-24","3","0","0","0","'0/0/0/3'","Karenia mikimotoi.qpcr0868..","MST0413_2019-09-24_Karenia mikimotoi_qpcr0868","TRUE","TRUE",2019,TRUE,1,"2nd","2019, 2nd halvår","2019, jul - nov",57.6078333333333,9.90025555555555,"MST0413_2019-09-24","2019-09-24"
"4371","4371","qpcr0868","qpcr0868.23",92200001,"1400",57.6078333333333,9.90025555555555,"plt05","Karenia mikimotoi","May","MST0455",NA,"Unknown","Karenia","mikimotoi","2020","spri","MST0455_2020-05-15","3","0","0","0","'0/0/0/3'","Karenia mikimotoi.qpcr0868..","MST0455_2020-05-15_Karenia mikimotoi_qpcr0868","TRUE","TRUE",2020,TRUE,1,"1st","2020, 1st halvår","2020, jan - jun",57.6078333333333,9.90025555555555,"MST0455_2020-05-15","2020-05-15"
"4387","4387","qpcr0868","qpcr0868.9",94230001,"1400",55.4782166666667,10.5169111111111,"plt05","Karenia mikimotoi","Aug","MST1023",NA,"Unknown","Karenia","mikimotoi","2020","fall","MST1023_2020-08-31","0","3","0","0","'3/0/0/0'","Karenia mikimotoi.qpcr0868..","MST1023_2020-08-31_Karenia mikimotoi_qpcr0868","FALSE","FALSE",2020,FALSE,0,"2nd","2020, 2nd halvår","2020, jul - nov",55.4782166666667,10.5169111111111,"MST1023_2020-08-31","2020-08-31"
"4389","4389","qpcr0869","qpcr0869.10",93410113,"1600",56.1960916666667,10.7535388888889,"plt04","Mnemiopsis leidyi","Jun","MST0385",NA,"Unknown","Mnemiopsis","leidyi","2020","spri","MST0385_2020-06-10","0","3","0","0","'3/0/0/0'","Mnemiopsis leidyi.qpcr0869..","MST0385_2020-06-10_Mnemiopsis leidyi_qpcr0869","FALSE","FALSE",2020,FALSE,0,"1st","2020, 1st halvår","2020, jan - jun",56.1960916666667,10.7535388888889,"MST0385_2020-06-10","2020-06-10"
"4390","4390","qpcr0869","qpcr0869.11",97200002,"1500",55.9374666666667,12.5189833333333,"plt04","Mnemiopsis leidyi","Jun","MST0267",NA,"Unknown","Mnemiopsis","leidyi","2020","spri","MST0267_2020-06-16","0","3","0","0","'3/0/0/0'","Mnemiopsis leidyi.qpcr0869..","MST0267_2020-06-16_Mnemiopsis leidyi_qpcr0869","FALSE","FALSE",2020,FALSE,0,"1st","2020, 1st halvår","2020, jan - jun",55.9374666666667,12.5189833333333,"MST0267_2020-06-16","2020-06-16"
"4391","4391","qpcr0869","qpcr0869.12",91650035,"700",55.09355,8.56722777777778,"plt04","Mnemiopsis leidyi","Jun","MST0350",NA,"Unknown","Mnemiopsis","leidyi","2020","spri","MST0350_2020-06-17","3","0","0","0","'0/0/0/3'","Mnemiopsis leidyi.qpcr0869..","MST0350_2020-06-17_Mnemiopsis leidyi_qpcr0869","TRUE","TRUE",2020,TRUE,1,"1st","2020, 1st halvår","2020, jan - jun",55.09355,8.56722777777778,"MST0350_2020-06-17","2020-06-17"
"4392","4392","qpcr0869","qpcr0869.13",99000052,"900",55.0001666666667,13.3,"plt04","Mnemiopsis leidyi","Jun","MST0552",NA,"Unknown","Mnemiopsis","leidyi","2020","spri","MST0552_2020-06-25","0","3","0","0","'3/0/0/0'","Mnemiopsis leidyi.qpcr0869..","MST0552_2020-06-25_Mnemiopsis leidyi_qpcr0869","FALSE","FALSE",2020,FALSE,0,"1st","2020, 1st halvår","2020, jan - jun",55.0001666666667,13.3,"MST0552_2020-06-25","2020-06-25"
"4393","4393","qpcr0869","qpcr0869.14",99150002,"1601",55.0153333333333,14.9016361111111,"plt04","Mnemiopsis leidyi","Jul","MST0522",NA,"Unknown","Mnemiopsis","leidyi","2020","spri","MST0522_2020-07-28","2","1","0","0","'1/0/0/2'","Mnemiopsis leidyi.qpcr0869..","MST0522_2020-07-28_Mnemiopsis leidyi_qpcr0869","TRUE","TRUE",2020,TRUE,1,"1st","2020, 1st halvår","2020, jan - jun",55.0153333333333,14.9016361111111,"MST0522_2020-07-28","2020-07-28"
"4394","4394","qpcr0869","qpcr0869.15",96220363,"0",55.1615666666667,11.6515833333333,"plt04","Mnemiopsis leidyi","Aug","MST0435",NA,"Unknown","Mnemiopsis","leidyi","2020","fall","MST0435_2020-08-03","3","0","0","0","'0/0/0/3'","Mnemiopsis leidyi.qpcr0869..","MST0435_2020-08-03_Mnemiopsis leidyi_qpcr0869","TRUE","TRUE",2020,TRUE,1,"2nd","2020, 2nd halvår","2020, jul - nov",55.1615666666667,11.6515833333333,"MST0435_2020-08-03","2020-08-03"
"4395","4395","qpcr0869","qpcr0869.16",93000005,"1800",56.8568333333333,10.7847694444444,"plt04","Mnemiopsis leidyi","Aug","MST1005",NA,"Unknown","Mnemiopsis","leidyi","2020","fall","MST1005_2020-08-03","3","0","0","0","'0/0/0/3'","Mnemiopsis leidyi.qpcr0869..","MST1005_2020-08-03_Mnemiopsis leidyi_qpcr0869","TRUE","TRUE",2020,TRUE,1,"2nd","2020, 2nd halvår","2020, jul - nov",56.8568333333333,10.7847694444444,"MST1005_2020-08-03","2020-08-03"
"4396","4396","qpcr0869","qpcr0869.17",93610032,"1550",56.6627666666667,9.96781388888889,"plt04","Mnemiopsis leidyi","Aug","MST1010",NA,"Unknown","Mnemiopsis","leidyi","2020","fall","MST1010_2020-08-04","3","0","0","0","'0/0/0/3'","Mnemiopsis leidyi.qpcr0869..","MST1010_2020-08-04_Mnemiopsis leidyi_qpcr0869","TRUE","TRUE",2020,TRUE,1,"2nd","2020, 2nd halvår","2020, jul - nov",56.6627666666667,9.96781388888889,"MST1010_2020-08-04","2020-08-04"
"4397","4397","qpcr0869","qpcr0869.18",93730002,"1550",56.9573333333333,9.05207222222222,"plt04","Mnemiopsis leidyi","Aug","MST1013",NA,"Unknown","Mnemiopsis","leidyi","2020","fall","MST1013_2020-08-05","3","0","0","0","'0/0/0/3'","Mnemiopsis leidyi.qpcr0869..","MST1013_2020-08-05_Mnemiopsis leidyi_qpcr0869","TRUE","TRUE",2020,TRUE,1,"2nd","2020, 2nd halvår","2020, jul - nov",56.9573333333333,9.05207222222222,"MST1013_2020-08-05","2020-08-05"
"4398","4398","qpcr0869","qpcr0869.19",93740007,"1150",56.6207333333333,9.06791111111111,"plt04","Mnemiopsis leidyi","Aug","MST1002",NA,"Unknown","Mnemiopsis","leidyi","2020","fall","MST1002_2020-08-06","3","0","0","0","'0/0/0/3'","Mnemiopsis leidyi.qpcr0869..","MST1002_2020-08-06_Mnemiopsis leidyi_qpcr0869","TRUE","TRUE",2020,TRUE,1,"2nd","2020, 2nd halvår","2020, jul - nov",56.6207333333333,9.06791111111111,"MST1002_2020-08-06","2020-08-06"
