"","qpcrno","qpcr.rplno","lokalitet_vanda","volfilt_mL","declat","declon","plateno","Lat_Species","mnt","smpltp","smplNoSTEX","welltp","Genus","species","yea","ssn","MST.n_Dinds","aboveLOQ","NoCt","AbLOD_BeLOQ","belowLOD","freq_repl_eval","gen_specnm.qpcrno.pltn.MSTno.mnt"
"3377","qpcr0833","qpcr0833.21",93000005,1500,56.8566666666667,10.7847222222222,"plt02","Cyprinus carpio","May","MST0173",NA,"Unknown","Cyprinus","carpio",2019,"spri","MST0173_2019-05-21",0,3,0,0,"'3/0/0/0'","Cyprinus carpio.qpcr0833.."
"3378","qpcr0833","qpcr0833.22",93730002,1625,57.9565833333333,9.052075,"plt02","Cyprinus carpio","May","MST0164",NA,"Unknown","Cyprinus","carpio",2019,"spri","MST0164_2019-05-13",0,3,0,0,"'3/0/0/0'","Cyprinus carpio.qpcr0833.."
"3379","qpcr0833","qpcr0833.23",91320001,230,56.0778333333333,8.21679444444444,"plt02","Cyprinus carpio","May","MST0453",NA,"Unknown","Cyprinus","carpio",2019,"spri","MST0453_2019-05-09",0,3,0,0,"'3/0/0/0'","Cyprinus carpio.qpcr0833.."
"3380","qpcr0833","qpcr0833.24",93500119,1300,57.6178166666667,10.5334777777778,"plt02","Cyprinus carpio","Mar","MST0239",NA,"Unknown","Cyprinus","carpio",2019,"spri","MST0239_2019-03-12",0,3,0,0,"'3/0/0/0'","Cyprinus carpio.qpcr0833.."
"3381","qpcr0833","qpcr0833.25",93730002,1000,57.955,9.05194444444444,"plt02","Cyprinus carpio","Aug","MST0473",NA,"Unknown","Cyprinus","carpio",2019,"fall","MST0473_2019-08-28",0,3,0,0,"'3/0/0/0'","Cyprinus carpio.qpcr0833.."
"3382","qpcr0833","qpcr0833.26",93220011,1600,55.713,12.04,"plt02","Cyprinus carpio","Sep","MST0144",NA,"Unknown","Cyprinus","carpio",2019,"fall","MST0144_2019-09-05",0,3,0,0,"'3/0/0/0'","Cyprinus carpio.qpcr0833.."
"3383","qpcr0833","qpcr0833.27",94230001,1000,55.4678333333333,10.5169333333333,"plt02","Cyprinus carpio","Sep","MST0188",NA,"Unknown","Cyprinus","carpio",2019,"fall","MST0188_2019-09-02",0,3,0,0,"'3/0/0/0'","Cyprinus carpio.qpcr0833.."
"3384","qpcr0833","qpcr0833.28",99000049,1400,55.25,15.59,"plt02","Cyprinus carpio","Aug","MST0521",NA,"Unknown","Cyprinus","carpio",2019,"fall","MST0521_2019-08-07",0,3,0,0,"'3/0/0/0'","Cyprinus carpio.qpcr0833.."
"3385","qpcr0833","qpcr0833.29",91500007,900,55.3376,8.35004444444444,"plt02","Cyprinus carpio","Aug","MST0498",NA,"Unknown","Cyprinus","carpio",2019,"fall","MST0498_2019-08-27",0,3,0,0,"'3/0/0/0'","Cyprinus carpio.qpcr0833.."
"3386","qpcr0833","qpcr0833.3",NA,NA,NA,NA,"plt02","Cyprinus carpio",NA,"std1E3",NA,"Standard","Cyprinus","carpio",NA,NA,NA,0,0,3,0,"'0/0/3/0'","Cyprinus carpio.qpcr0833.."
"3387","qpcr0833","qpcr0833.30",92200001,1500,57.6078333333333,9.90025555555555,"plt02","Cyprinus carpio","Sep","MST0430",NA,"Unknown","Cyprinus","carpio",2019,"fall","MST0430_2019-09-24",0,3,0,0,"'3/0/0/0'","Cyprinus carpio.qpcr0833.."
"3388","qpcr0833","qpcr0833.31",93000005,1800,56.85705,10.7846472222222,"plt02","Cyprinus carpio","Aug","MST0419",NA,"Unknown","Cyprinus","carpio",2019,"fall","MST0419_2019-08-26",0,3,0,0,"'3/0/0/0'","Cyprinus carpio.qpcr0833.."
"3389","qpcr0833","qpcr0833.32",NA,NA,NA,NA,"plt02","Cyprinus carpio",NA,"MST0NEC",NA,"Unknown","Cyprinus","carpio",NA,NA,NA,0,3,0,0,"'3/0/0/0'","Cyprinus carpio.qpcr0833.."
"3390","qpcr0833","qpcr0833.4",NA,NA,NA,NA,"plt02","Cyprinus carpio",NA,"std1E2",NA,"Standard","Cyprinus","carpio",NA,NA,NA,0,0,3,0,"'0/0/3/0'","Cyprinus carpio.qpcr0833.."
"3391","qpcr0833","qpcr0833.5",NA,NA,NA,NA,"plt02","Cyprinus carpio",NA,"std1E1",NA,"Standard","Cyprinus","carpio",NA,NA,NA,0,0,3,0,"'0/0/3/0'","Cyprinus carpio.qpcr0833.."
"3392","qpcr0833","qpcr0833.6",NA,NA,NA,NA,"plt02","Cyprinus carpio",NA,"std1E0",NA,"Standard","Cyprinus","carpio",NA,NA,NA,0,0,3,0,"'0/0/3/0'","Cyprinus carpio.qpcr0833.."
"3393","qpcr0833","qpcr0833.7",NA,NA,NA,NA,"plt02","Cyprinus carpio",NA,"std1E-1",NA,"Standard","Cyprinus","carpio",NA,NA,NA,0,0,0,3,"'0/3/0/0'","Cyprinus carpio.qpcr0833.."
"3394","qpcr0833","qpcr0833.8",NA,NA,NA,NA,"plt02","Cyprinus carpio",NA,"std1ENTC",NA,"NTC","Cyprinus","carpio",NA,NA,NA,0,3,0,0,"'3/0/0/0'","Cyprinus carpio.qpcr0833.."
"3395","qpcr0833","qpcr0833.9",94300001,1500,56.1318333333333,11.1501333333333,"plt02","Cyprinus carpio","Jun","MST0182",NA,"Unknown","Cyprinus","carpio",2019,"spri","MST0182_2019-06-12",0,3,0,0,"'3/0/0/0'","Cyprinus carpio.qpcr0833.."
"3396","qpcr0834","qpcr0834.1",NA,NA,NA,NA,"plt03","Cyprinus carpio",NA,"std1E5",NA,"Standard","Cyprinus","carpio",NA,NA,NA,3,0,0,0,"'0/0/0/3'","Cyprinus carpio.qpcr0834.."
"3397","qpcr0834","qpcr0834.10",99210007,1300,54.74,12.0857527777778,"plt03","Cyprinus carpio","Aug","MST0367",NA,"Unknown","Cyprinus","carpio",2019,"fall","MST0367_2019-08-14",0,3,0,0,"'3/0/0/0'","Cyprinus carpio.qpcr0834.."
"3398","qpcr0834","qpcr0834.11",95600002,1700,54.9979333333333,10.1670388888889,"plt03","Cyprinus carpio","Aug","MST0502",NA,"Unknown","Cyprinus","carpio",2019,"fall","MST0502_2019-08-26",0,3,0,0,"'3/0/0/0'","Cyprinus carpio.qpcr0834.."
"3399","qpcr0834","qpcr0834.12",93010001,1800,57.10855,11.1192944444444,"plt03","Cyprinus carpio","Mar","MST0462",NA,"Unknown","Cyprinus","carpio",2020,"spri","MST0462_2020-03-09",0,3,0,0,"'3/0/0/0'","Cyprinus carpio.qpcr0834.."
"3400","qpcr0834","qpcr0834.13",93610032,1650,56.6908333333333,10.0394444444444,"plt03","Cyprinus carpio","May","MST0424",NA,"Unknown","Cyprinus","carpio",2020,"spri","MST0424_2020-05-12",0,3,0,0,"'3/0/0/0'","Cyprinus carpio.qpcr0834.."
"3401","qpcr0834","qpcr0834.14",95600002,1600,54.9973333333333,10.1501527777778,"plt03","Cyprinus carpio","May","MST0533",NA,"Unknown","Cyprinus","carpio",2020,"spri","MST0533_2020-05-13",0,3,0,0,"'3/0/0/0'","Cyprinus carpio.qpcr0834.."
"3402","qpcr0834","qpcr0834.15",93000005,1400,56.8564833333333,10.7848333333333,"plt03","Cyprinus carpio","May","MST0526",NA,"Unknown","Cyprinus","carpio",2020,"spri","MST0526_2020-05-13",0,3,0,0,"'3/0/0/0'","Cyprinus carpio.qpcr0834.."
"3403","qpcr0834","qpcr0834.16",93730002,1000,56.9535166666667,9.05256666666667,"plt03","Cyprinus carpio","May","MST0529",NA,"Unknown","Cyprinus","carpio",2020,"spri","MST0529_2020-05-14",0,3,0,0,"'3/0/0/0'","Cyprinus carpio.qpcr0834.."
"3404","qpcr0834","qpcr0834.17",94400007,1300,56.1548694444444,10.3208805555556,"plt03","Cyprinus carpio","May","MST0530",NA,"Unknown","Cyprinus","carpio",2020,"spri","MST0530_2020-05-15",0,3,0,0,"'3/0/0/0'","Cyprinus carpio.qpcr0834.."
"3405","qpcr0834","qpcr0834.18",97200002,1350,55.8616666666667,12.7336055555556,"plt03","Cyprinus carpio","May","MST0384",NA,"Unknown","Cyprinus","carpio",2020,"spri","MST0384_2020-05-15",0,3,0,0,"'3/0/0/0'","Cyprinus carpio.qpcr0834.."
"3406","qpcr0834","qpcr0834.19",93740007,1075,56.62065,9.06807222222222,"plt03","Cyprinus carpio","May","MST0386",NA,"Unknown","Cyprinus","carpio",2020,"spri","MST0386_2020-05-15",0,3,0,0,"'3/0/0/0'","Cyprinus carpio.qpcr0834.."
"3407","qpcr0834","qpcr0834.2",NA,NA,NA,NA,"plt03","Cyprinus carpio",NA,"std1E4",NA,"Standard","Cyprinus","carpio",NA,NA,NA,3,0,0,0,"'0/0/0/3'","Cyprinus carpio.qpcr0834.."
"3408","qpcr0834","qpcr0834.20",94300001,1600,55.6745,10.08345,"plt03","Cyprinus carpio","May","MST0377",NA,"Unknown","Cyprinus","carpio",2020,"spri","MST0377_2020-05-18",0,3,0,0,"'3/0/0/0'","Cyprinus carpio.qpcr0834.."
"3409","qpcr0834","qpcr0834.21",91500007,700,55.3375166666667,8.35012777777778,"plt03","Cyprinus carpio","May","MST0404",NA,"Unknown","Cyprinus","carpio",2020,"spri","MST0404_2020-05-20",0,3,0,0,"'3/0/0/0'","Cyprinus carpio.qpcr0834.."
"3410","qpcr0834","qpcr0834.22",91320001,200,56.0778333333333,8.21679444444444,"plt03","Cyprinus carpio","May","MST0448",NA,"Unknown","Cyprinus","carpio",2020,"spri","MST0448_2020-05-26",0,3,0,0,"'3/0/0/0'","Cyprinus carpio.qpcr0834.."
"3411","qpcr0834","qpcr0834.23",93300091,1550,56.1455666666667,11.5855166666667,"plt03","Cyprinus carpio","May","MST0553",NA,"Unknown","Cyprinus","carpio",2020,"spri","MST0553_2020-05-26",0,3,0,0,"'3/0/0/0'","Cyprinus carpio.qpcr0834.."
"3412","qpcr0834","qpcr0834.24",93500119,1200,56.6552166666667,10.5838388888889,"plt03","Cyprinus carpio","May","MST0412",NA,"Unknown","Cyprinus","carpio",2020,"spri","MST412_2020-05-26",0,3,0,0,"'3/0/0/0'","Cyprinus carpio.qpcr0834.."
"3413","qpcr0834","qpcr0834.25",95700008,1400,54.8410833333333,9.81681111111111,"plt03","Cyprinus carpio","May","MST0353",NA,"Unknown","Cyprinus","carpio",2020,"spri","MST0353_2020-05-27",0,3,0,0,"'3/0/0/0'","Cyprinus carpio.qpcr0834.."
"3414","qpcr0834","qpcr0834.26",95130028,1300,55.7016,9.65158055555556,"plt03","Cyprinus carpio","May","MST0378",NA,"Unknown","Cyprinus","carpio",2020,"spri","MST0378_2020-05-28",0,3,0,0,"'3/0/0/0'","Cyprinus carpio.qpcr0834.."
"3415","qpcr0834","qpcr0834.27",94300001,1350,56.1318333333333,11.1501472222222,"plt03","Cyprinus carpio","Jun","MST0551",NA,"Unknown","Cyprinus","carpio",2020,"spri","MST0551_2020-06-02",0,3,0,0,"'3/0/0/0'","Cyprinus carpio.qpcr0834.."
"3416","qpcr0834","qpcr0834.28",99000049,1450,55.25,15.59,"plt03","Cyprinus carpio","Jun","MST0512",NA,"Unknown","Cyprinus","carpio",2020,"spri","MST0512_2020-06-03",0,3,0,0,"'3/0/0/0'","Cyprinus carpio.qpcr0834.."
"3417","qpcr0834","qpcr0834.29",95220322,1550,55.1248333333333,11.5334611111111,"plt03","Cyprinus carpio","Jun","MST0558",NA,"Unknown","Cyprinus","carpio",2020,"spri","MST0558_2020-06-04",0,3,0,0,"'3/0/0/0'","Cyprinus carpio.qpcr0834.."
"3418","qpcr0834","qpcr0834.3",NA,NA,NA,NA,"plt03","Cyprinus carpio",NA,"std1E3",NA,"Standard","Cyprinus","carpio",NA,NA,NA,0,0,3,0,"'0/0/3/0'","Cyprinus carpio.qpcr0834.."
"3419","qpcr0834","qpcr0834.30",93220011,1600,55.713,12.04,"plt03","Cyprinus carpio","Jun","MST0501",NA,"Unknown","Cyprinus","carpio",2020,"spri","MST0501_2020-06-04",0,3,0,0,"'3/0/0/0'","Cyprinus carpio.qpcr0834.."
"3420","qpcr0834","qpcr0834.31",94230001,1300,55.4782666666667,10.5168722222222,"plt03","Cyprinus carpio","Jun","MST0447",NA,"Unknown","Cyprinus","carpio",2020,"spri","MST0447_2020-06-08",0,3,0,0,"'3/0/0/0'","Cyprinus carpio.qpcr0834.."
"3421","qpcr0834","qpcr0834.32",99000052,1600,55.0001666666667,13.3000083333333,"plt03","Cyprinus carpio","Jun","MST0395",NA,"Unknown","Cyprinus","carpio",2020,"spri","MST0395_2020-06-10",0,3,0,0,"'3/0/0/0'","Cyprinus carpio.qpcr0834.."
"3422","qpcr0834","qpcr0834.4",NA,NA,NA,NA,"plt03","Cyprinus carpio",NA,"std1E2",NA,"Standard","Cyprinus","carpio",NA,NA,NA,0,0,3,0,"'0/0/3/0'","Cyprinus carpio.qpcr0834.."
"3423","qpcr0834","qpcr0834.5",NA,NA,NA,NA,"plt03","Cyprinus carpio",NA,"std1E1",NA,"Standard","Cyprinus","carpio",NA,NA,NA,0,0,3,0,"'0/0/3/0'","Cyprinus carpio.qpcr0834.."
"3424","qpcr0834","qpcr0834.6",NA,NA,NA,NA,"plt03","Cyprinus carpio",NA,"std1E0",NA,"Standard","Cyprinus","carpio",NA,NA,NA,0,0,3,0,"'0/0/3/0'","Cyprinus carpio.qpcr0834.."
"3425","qpcr0834","qpcr0834.7",NA,NA,NA,NA,"plt03","Cyprinus carpio",NA,"std1E-1",NA,"Standard","Cyprinus","carpio",NA,NA,NA,0,0,0,3,"'0/3/0/0'","Cyprinus carpio.qpcr0834.."
"3426","qpcr0834","qpcr0834.8",NA,NA,NA,NA,"plt03","Cyprinus carpio",NA,"std1ENTC",NA,"NTC","Cyprinus","carpio",NA,NA,NA,0,3,0,0,"'3/0/0/0'","Cyprinus carpio.qpcr0834.."
"3427","qpcr0834","qpcr0834.9",91320001,80,56.0778333333333,8.21679444444444,"plt03","Cyprinus carpio","Aug","MST0379",NA,"Unknown","Cyprinus","carpio",2019,"fall","MST0379_2019-08-07",0,3,0,0,"'3/0/0/0'","Cyprinus carpio.qpcr0834.."
"3428","qpcr0836","qpcr0836.1",NA,NA,NA,NA,"plt04","Mya arenaria",NA,"std1E5",NA,"Standard","Mya","arenaria",NA,NA,NA,3,0,0,0,"'0/0/0/3'","Mya arenaria.qpcr0836.."
"3429","qpcr0836","qpcr0836.10",93410113,1600,56.1960916666667,10.7535388888889,"plt04","Mya arenaria","Jun","MST0385",NA,"Unknown","Mya","arenaria",2020,"spri","MST0385_2020-06-10",1,1,1,0,"'1/0/1/1'","Mya arenaria.qpcr0836.."
"3430","qpcr0836","qpcr0836.11",97200002,1500,55.9374666666667,12.5189833333333,"plt04","Mya arenaria","Jun","MST0267",NA,"Unknown","Mya","arenaria",2020,"spri","MST0267_2020-06-16",0,0,3,0,"'0/0/3/0'","Mya arenaria.qpcr0836.."
"3431","qpcr0836","qpcr0836.12",91650035,700,55.09355,8.56722777777778,"plt04","Mya arenaria","Jun","MST0350",NA,"Unknown","Mya","arenaria",2020,"spri","MST0350_2020-06-17",1,1,1,0,"'1/0/1/1'","Mya arenaria.qpcr0836.."
"3432","qpcr0836","qpcr0836.13",99000052,900,55.0001666666667,13.3,"plt04","Mya arenaria","Jun","MST0552",NA,"Unknown","Mya","arenaria",2020,"spri","MST0552_2020-06-25",1,0,2,0,"'0/0/2/1'","Mya arenaria.qpcr0836.."
"3433","qpcr0836","qpcr0836.14",99150002,1601,55.0153333333333,14.9016361111111,"plt04","Mya arenaria","Jul","MST0522",NA,"Unknown","Mya","arenaria",2020,"spri","MST0522_2020-07-28",0,3,0,0,"'3/0/0/0'","Mya arenaria.qpcr0836.."
"3434","qpcr0836","qpcr0836.15",96220363,0,55.1615666666667,11.6515833333333,"plt04","Mya arenaria","Aug","MST0435",NA,"Unknown","Mya","arenaria",2020,"fall","MST0435_2020-08-03",0,1,2,0,"'1/0/2/0'","Mya arenaria.qpcr0836.."
"3435","qpcr0836","qpcr0836.16",93000005,1800,56.8568333333333,10.7847694444444,"plt04","Mya arenaria","Aug","MST1005",NA,"Unknown","Mya","arenaria",2020,"fall","MST1005_2020-08-03",0,3,0,0,"'3/0/0/0'","Mya arenaria.qpcr0836.."
"3436","qpcr0836","qpcr0836.17",93610032,1550,56.6627666666667,9.96781388888889,"plt04","Mya arenaria","Aug","MST1010",NA,"Unknown","Mya","arenaria",2020,"fall","MST1010_2020-08-04",3,0,0,0,"'0/0/0/3'","Mya arenaria.qpcr0836.."
"3437","qpcr0836","qpcr0836.18",93730002,1550,56.9573333333333,9.05207222222222,"plt04","Mya arenaria","Aug","MST1013",NA,"Unknown","Mya","arenaria",2020,"fall","MST1013_2020-08-05",2,1,0,0,"'1/0/0/2'","Mya arenaria.qpcr0836.."
"3438","qpcr0836","qpcr0836.19",93740007,1150,56.6207333333333,9.06791111111111,"plt04","Mya arenaria","Aug","MST1002",NA,"Unknown","Mya","arenaria",2020,"fall","MST1002_2020-08-06",0,0,3,0,"'0/0/3/0'","Mya arenaria.qpcr0836.."
"3439","qpcr0836","qpcr0836.2",NA,NA,NA,NA,"plt04","Mya arenaria",NA,"std1E4",NA,"Standard","Mya","arenaria",NA,NA,NA,3,0,0,0,"'0/0/0/3'","Mya arenaria.qpcr0836.."
"3440","qpcr0836","qpcr0836.20",95600002,1450,54.9979444444444,10.1516333333333,"plt04","Mya arenaria","Aug","MST1051",NA,"Unknown","Mya","arenaria",2020,"fall","MST1051_2020-08-10",2,0,1,0,"'0/0/1/2'","Mya arenaria.qpcr0836.."
"3441","qpcr0836","qpcr0836.21",94300001,1400,55.6749722222222,10.0834583333333,"plt04","Mya arenaria","Aug","MST1049",NA,"Unknown","Mya","arenaria",2020,"fall","MST1049_2020-08-13",2,0,1,0,"'0/0/1/2'","Mya arenaria.qpcr0836.."
"3442","qpcr0836","qpcr0836.22",94400007,1200,56.1551,10.31935,"plt04","Mya arenaria","Aug","MST1016",NA,"Unknown","Mya","arenaria",2020,"fall","MST1016_2020-08-18",0,3,0,0,"'3/0/0/0'","Mya arenaria.qpcr0836.."
"3443","qpcr0836","qpcr0836.23",91500007,1050,55.3376333333333,8.35006666666667,"plt04","Mya arenaria","Aug","MST0356",NA,"Unknown","Mya","arenaria",2020,"fall","MST0356_2020-08-25",0,1,2,0,"'1/0/2/0'","Mya arenaria.qpcr0836.."
"3444","qpcr0836","qpcr0836.24",93420310,950,56.4436166666667,10.9522722222222,"plt04","Mya arenaria","Aug","MST1052",NA,"Unknown","Mya","arenaria",2020,"fall","MST1052_2020-08-26",0,3,0,0,"'3/0/0/0'","Mya arenaria.qpcr0836.."
"3445","qpcr0836","qpcr0836.25",97200002,1650,55.862,12.75,"plt04","Mya arenaria","Aug","MST0547",NA,"Unknown","Mya","arenaria",2020,"fall","MST0547_2020-08-31",0,3,0,0,"'3/0/0/0'","Mya arenaria.qpcr0836.."
"3446","qpcr0836","qpcr0836.26",94300001,1550,56.1318333333333,11.1501472222222,"plt04","Mya arenaria","Sep","MST0459",NA,"Unknown","Mya","arenaria",2020,"fall","MST0459_2020-09-01",0,3,0,0,"'3/0/0/0'","Mya arenaria.qpcr0836.."
"3447","qpcr0836","qpcr0836.27",99000052,1550,55.0001666666667,13.3,"plt04","Mya arenaria","Sep","MST0406",NA,"Unknown","Mya","arenaria",2020,"fall","MST0406_2020-09-03",0,3,0,0,"'3/0/0/0'","Mya arenaria.qpcr0836.."
"3448","qpcr0836","qpcr0836.28",99210007,1500,54.7395166666667,12.0860916666667,"plt04","Mya arenaria","Sep","MST0439",NA,"Unknown","Mya","arenaria",2020,"fall","MST0439_2020-09-15",0,2,1,0,"'2/0/1/0'","Mya arenaria.qpcr0836.."
"3449","qpcr0836","qpcr0836.29",91320001,760,56.0778333333333,8.21679444444444,"plt04","Mya arenaria","Sep","MST0364",NA,"Unknown","Mya","arenaria",2020,"fall","MST0364_2020-09-15",3,0,0,0,"'0/0/0/3'","Mya arenaria.qpcr0836.."
"3450","qpcr0836","qpcr0836.3",NA,NA,NA,NA,"plt04","Mya arenaria",NA,"std1E3",NA,"Standard","Mya","arenaria",NA,NA,NA,0,0,3,0,"'0/0/3/0'","Mya arenaria.qpcr0836.."
"3451","qpcr0836","qpcr0836.30",98210012,1500,54.7350833333333,11.083625,"plt04","Mya arenaria","Sep","MST1006",NA,"Unknown","Mya","arenaria",2020,"fall","MST1006_2020-09-23",0,3,0,0,"'3/0/0/0'","Mya arenaria.qpcr0836.."
"3452","qpcr0836","qpcr0836.31",92200001,1400,57.6078333333333,9.90025555555555,"plt04","Mya arenaria","May","MST0156",NA,"Unknown","Mya","arenaria",2020,"spri","MST0156_2020-05-15",0,3,0,0,"'3/0/0/0'","Mya arenaria.qpcr0836.."
"3453","qpcr0836","qpcr0836.32",96510125,1400,55.0294777777778,10.4241472222222,"plt04","Mya arenaria","Mar","MST0535",NA,"Unknown","Mya","arenaria",2020,"spri","MST0535_2020-03-09",0,0,3,0,"'0/0/3/0'","Mya arenaria.qpcr0836.."
"3454","qpcr0836","qpcr0836.4",NA,NA,NA,NA,"plt04","Mya arenaria",NA,"std1E2",NA,"Standard","Mya","arenaria",NA,NA,NA,0,0,3,0,"'0/0/3/0'","Mya arenaria.qpcr0836.."
"3455","qpcr0836","qpcr0836.5",NA,NA,NA,NA,"plt04","Mya arenaria",NA,"std1E1",NA,"Standard","Mya","arenaria",NA,NA,NA,0,0,3,0,"'0/0/3/0'","Mya arenaria.qpcr0836.."
"3456","qpcr0836","qpcr0836.6",NA,NA,NA,NA,"plt04","Mya arenaria",NA,"std1E0",NA,"Standard","Mya","arenaria",NA,NA,NA,0,0,3,0,"'0/0/3/0'","Mya arenaria.qpcr0836.."
"3457","qpcr0836","qpcr0836.7",NA,NA,NA,NA,"plt04","Mya arenaria",NA,"std1E-1",NA,"Standard","Mya","arenaria",NA,NA,NA,0,0,0,3,"'0/3/0/0'","Mya arenaria.qpcr0836.."
"3458","qpcr0836","qpcr0836.8",NA,NA,NA,NA,"plt04","Mya arenaria",NA,"std1ENTC",NA,"NTC","Mya","arenaria",NA,NA,NA,0,3,0,0,"'3/0/0/0'","Mya arenaria.qpcr0836.."
"3459","qpcr0836","qpcr0836.9",93920064,1050,57.5407666666667,10.4687805555556,"plt04","Mya arenaria","Jun","MST0510",NA,"Unknown","Mya","arenaria",2020,"spri","MST0510_2020-06-10",3,0,0,0,"'0/0/0/3'","Mya arenaria.qpcr0836.."
"3460","qpcr0837","qpcr0837.1",NA,NA,NA,NA,"plt05","Mya arenaria",NA,"std1E5",NA,"Standard","Mya","arenaria",NA,NA,NA,3,0,0,0,"'0/0/0/3'","Mya arenaria.qpcr0837.."
"3461","qpcr0837","qpcr0837.10",93100011,1400,56.056,11.7835333333333,"plt05","Mya arenaria","Apr","MST0082",NA,"Unknown","Mya","arenaria",2019,"spri","MST0082_2019-04-03",0,3,0,0,"'3/0/0/0'","Mya arenaria.qpcr0837.."
"3462","qpcr0837","qpcr0837.11",96120002,1400,55.6616666666667,10.9839166666667,"plt05","Mya arenaria","Apr","MST0252",NA,"Unknown","Mya","arenaria",2019,"spri","MST0252_2019-04-29",0,0,3,0,"'0/0/3/0'","Mya arenaria.qpcr0837.."
"3463","qpcr0837","qpcr0837.12",96100043,1400,55.9,10.3852777777778,"plt05","Mya arenaria","May","MST0203",NA,"Unknown","Mya","arenaria",2019,"spri","MST0203_2019-05-08",0,2,1,0,"'2/0/1/0'","Mya arenaria.qpcr0837.."
"3464","qpcr0837","qpcr0837.13",96220363,1200,55.16155,11.6513194444444,"plt05","Mya arenaria","Jun","MST0468",NA,"Unknown","Mya","arenaria",2019,"spri","MST0468_2019-06-27",3,0,0,0,"'0/0/0/3'","Mya arenaria.qpcr0837.."
"3465","qpcr0837","qpcr0837.14",93420310,1350,56.1768333333333,10.9524222222222,"plt05","Mya arenaria","Jun","MST0371",NA,"Unknown","Mya","arenaria",2019,"spri","MST0371_2019-06-28",0,0,3,0,"'0/0/3/0'","Mya arenaria.qpcr0837.."
"3466","qpcr0837","qpcr0837.15",93920064,1500,57.5407666666667,10.4687833333333,"plt05","Mya arenaria","Jul","MST0277",NA,"Unknown","Mya","arenaria",2019,"spri","MST0277_2019-07-08",0,3,0,0,"'3/0/0/0'","Mya arenaria.qpcr0837.."
"3467","qpcr0837","qpcr0837.16",NA,NA,NA,NA,"plt05","Mya arenaria",NA,"NEC17",NA,"Unknown","Mya","arenaria",NA,NA,NA,0,3,0,0,"'3/0/0/0'","Mya arenaria.qpcr0837.."
"3468","qpcr0837","qpcr0837.17",93220011,1600,55.713,12.04,"plt05","Mya arenaria","Aug","MST0147",NA,"Unknown","Mya","arenaria",2020,"fall","MST0147_2020-08-18",0,0,3,0,"'0/0/3/0'","Mya arenaria.qpcr0837.."
"3469","qpcr0837","qpcr0837.18",92200001,1400,57.6078333333333,9.90025555555555,"plt05","Mya arenaria","Sep","MST0452",NA,"Unknown","Mya","arenaria",2020,"fall","MST0452_2020-09-29",0,0,3,0,"'0/0/3/0'","Mya arenaria.qpcr0837.."
"3470","qpcr0837","qpcr0837.19",93000005,1800,56.8568333333333,10.7847694444444,"plt05","Mya arenaria","Aug","MST1003",NA,"Unknown","Mya","arenaria",2020,"fall","MST1003_2020-08-03",0,3,0,0,"'3/0/0/0'","Mya arenaria.qpcr0837.."
"3471","qpcr0837","qpcr0837.2",NA,NA,NA,NA,"plt05","Mya arenaria",NA,"std1E4",NA,"Standard","Mya","arenaria",NA,NA,NA,3,0,0,0,"'0/0/0/3'","Mya arenaria.qpcr0837.."
"3472","qpcr0837","qpcr0837.20",92200001,1600,57.6078333333333,9.90025555555555,"plt05","Mya arenaria","Sep","MST0504",NA,"Unknown","Mya","arenaria",2020,"fall","MST0504_2020-09-29",0,2,1,0,"'2/0/1/0'","Mya arenaria.qpcr0837.."
"3473","qpcr0837","qpcr0837.21",93740007,1050,56.62065,9.06807222222222,"plt05","Mya arenaria","May","MST0394",NA,"Unknown","Mya","arenaria",2020,"spri","MST0394_2020-05-15",3,0,0,0,"'0/0/0/3'","Mya arenaria.qpcr0837.."
"3474","qpcr0837","qpcr0837.22",92200001,1500,57.6078333333333,9.90025555555555,"plt05","Mya arenaria","Sep","MST0413",NA,"Unknown","Mya","arenaria",2019,"fall","MST0413_2019-09-24",0,3,0,0,"'3/0/0/0'","Mya arenaria.qpcr0837.."
"3475","qpcr0837","qpcr0837.23",92200001,1400,57.6078333333333,9.90025555555555,"plt05","Mya arenaria","May","MST0455",NA,"Unknown","Mya","arenaria",2020,"spri","MST0455_2020-05-15",0,3,0,0,"'3/0/0/0'","Mya arenaria.qpcr0837.."
"3476","qpcr0837","qpcr0837.24",NA,NA,NA,NA,"plt05","Mya arenaria",NA,"NEC20",NA,"Unknown","Mya","arenaria",NA,NA,NA,0,3,0,0,"'3/0/0/0'","Mya arenaria.qpcr0837.."
"3477","qpcr0837","qpcr0837.25",NA,NA,NA,NA,"plt05","Mya arenaria",NA,"NaN",NA,"Unknown","Mya","arenaria",NA,NA,NA,0,3,0,0,"'3/0/0/0'","Mya arenaria.qpcr0837.."
"3478","qpcr0837","qpcr0837.26",NA,NA,NA,NA,"plt05","Mya arenaria",NA,"NaN",NA,"Unknown","Mya","arenaria",NA,NA,NA,0,3,0,0,"'3/0/0/0'","Mya arenaria.qpcr0837.."
"3479","qpcr0837","qpcr0837.27",NA,NA,NA,NA,"plt05","Mya arenaria",NA,"NaN",NA,"Unknown","Mya","arenaria",NA,NA,NA,0,3,0,0,"'3/0/0/0'","Mya arenaria.qpcr0837.."
"3480","qpcr0837","qpcr0837.28",NA,NA,NA,NA,"plt05","Mya arenaria",NA,"NaN",NA,"Unknown","Mya","arenaria",NA,NA,NA,0,3,0,0,"'3/0/0/0'","Mya arenaria.qpcr0837.."
